state+city+zip+pop+loc
PA+BULGER+15019+1118+[-80.362192, 40.405119]
PA+PARIS+15021+5527+[-80.444485, 40.390114]
PA+CHARLEROI+15022+11800+[-79.92002, 40.140402]
PA+CHESWICK+15024+9823+[-79.841002, 40.568117]
PA+LARGE+15025+17031+[-79.910096, 40.298917]
PA+CLINTON+15026+2543+[-80.342282, 40.513148]
PA+CONWAY+15027+2438+[-80.234899, 40.664917]
PA+CREIGHTON+15030+1761+[-79.78177, 40.582051]
PA+CUDDY+15031+1037+[-80.164432, 40.360069]
PA+DONORA+15033+5928+[-79.861858, 40.176821]
PA+DRAVOSBURG+15034+2377+[-79.889461, 40.352676]
PA+EAST MC KEESPORT+15035+2698+[-79.807881, 40.383944]
PA+ELIZABETH+15037+12937+[-79.856842, 40.265575]
PA+FREEDOM+15042+9416+[-80.214663, 40.683023]
PA+GEORGETOWN+15043+2810+[-80.490023, 40.574275]
PA+GIBSONIA+15044+18318+[-79.944307, 40.625233]
PA+GLASSPORT+15045+5582+[-79.888324, 40.325952]
PA+HARWICK+15049+1111+[-79.805115, 40.557433]
PA+HOOKSTOWN+15050+2933+[-80.436268, 40.542929]
PA+INDIANOLA+15051+1539+[-79.881765, 40.576605]
PA+INDUSTRY+15052+2908+[-80.415085, 40.667101]
PA+JOFFRE+15053+1634+[-80.391542, 40.381027]
PA+LAWRENCE+15055+1933+[-80.144029, 40.311615]
PA+LEETSDALE+15056+1387+[-80.209874, 40.566165]
PA+MC DONALD+15057+9077+[-80.256204, 40.369664]
PA+MIDLAND+15059+6476+[-80.468952, 40.658962]
PA+MIDWAY+15060+1043+[-80.29209, 40.367974]
PA+MONACA+15061+13344+[-80.291743, 40.671847]
PA+MONESSEN+15062+9906+[-79.883526, 40.152379]
PA+MONONGAHELA+15063+13183+[-79.924127, 40.193728]
PA+MORGAN+15064+1751+[-80.154064, 40.360433]
PA+NATRONA+15065+13305+[-79.725621, 40.628862]
PA+NEW BRIGHTON+15066+12222+[-80.29722, 40.739333]
PA+NEW EAGLE+15067+2222+[-79.953408, 40.206573]
PA+ARNOLD+15068+41922+[-79.741547, 40.571179]
PA+NOBLESTOWN+15071+11012+[-80.202615, 40.428734]
PA+ROCHESTER+15074+10784+[-80.260315, 40.715745]
PA+RUSSELLTON+15076+1437+[-79.837102, 40.614344]
PA+SHIPPINGPORT+15077+227+[-80.419866, 40.626012]
PA+SLOVAN+15078+1620+[-80.399239, 40.363086]
PA+SUTERSVILLE+15083+1467+[-79.792223, 40.238207]
PA+TARENTUM+15084+10752+[-79.785204, 40.618651]
PA+LEVEL GREEN+15085+3345+[-79.755157, 40.385155]
PA+WARRENDALE+15086+379+[-80.080705, 40.664149]
PA+WEST NEWTON+15089+7641+[-79.757976, 40.207549]
PA+WEXFORD+15090+14960+[-80.064879, 40.612044]
PA+ALLISON PARK+15101+22474+[-79.966512, 40.569975]
PA+BETHEL PARK+15102+31160+[-80.039793, 40.320984]
PA+RANKIN+15104+13915+[-79.864352, 40.406304]
PA+CARNEGIE+15106+19539+[-80.091532, 40.402941]
PA+MOON TWP+15108+35285+[-80.18969, 40.513245]
PA+DUQUESNE+15110+8525+[-79.852244, 40.370449]
PA+EAST PITTSBURGH+15112+4145+[-79.83889, 40.403577]
PA+GLENSHAW+15116+16588+[-79.964351, 40.537492]
PA+MUNHALL+15120+21866+[-79.904199, 40.394171]
PA+W MIFFLIN FIN+15122+22805+[-79.89429, 40.366535]
PA+IMPERIAL+15126+3626+[-80.264861, 40.458384]
PA+LIBRARY+15129+11353+[-80.001144, 40.292199]
PA+WHITE OAK+15131+9410+[-79.810519, 40.341147]
PA+MC KEESPORT+15132+27694+[-79.8452, 40.341713]
PA+MC KEESPORT+15133+7385+[-79.866759, 40.332835]
PA+BOSTON+15135+5385+[-79.812844, 40.304412]
PA+MC KEES ROCKS+15136+25092+[-80.087567, 40.471742]
PA+NORTH VERSAILLES+15137+12237+[-79.812427, 40.376248]
PA+OAKMONT+15139+6961+[-79.836865, 40.519647]
PA+PITCAIRN+15140+4083+[-79.776951, 40.404787]
PA+PRESTO+15142+864+[-80.120922, 40.384664]
PA+SEWICKLEY+15143+15849+[-80.157848, 40.557031]
PA+SPRINGDALE+15144+4858+[-79.784447, 40.543999]
PA+TURTLE CREEK+15145+8157+[-79.822046, 40.41135]
PA+MONROEVILLE+15146+29228+[-79.762279, 40.429026]
PA+VERONA+15147+20843+[-79.834535, 40.492727]
PA+WALL+15148+3074+[-79.803033, 40.393416]
PA+ARSENAL+15201+15278+[-79.952524, 40.474536]
PA+BELLEVUE+15202+22168+[-80.066966, 40.501321]
PA+CARSON+15203+11012+[-79.977556, 40.425439]
PA+CORLISS+15204+10266+[-80.061056, 40.455569]
PA+CRAFTON+15205+24562+[-80.073393, 40.438045]
PA+EAST LIBERTY+15206+37220+[-79.919267, 40.468885]
PA+HAZELWOOD+15207+15095+[-79.933935, 40.401206]
PA+HOMEWOOD+15208+16136+[-79.898474, 40.454955]
PA+MILLVALE+15209+15034+[-79.97401, 40.49718]
PA+MOUNT OLIVER+15210+35727+[-79.987405, 40.408541]
PA+MOUNT WASHINGTON+15211+13333+[-80.012156, 40.42908]
PA+ALLEGHENY+15212+35280+[-80.013128, 40.468873]
PA+OAKLAND+15213+31142+[-79.954428, 40.44372]
PA+OBSERVATORY+15214+19981+[-80.01393, 40.481309]
PA+ASPINWALL+15215+12801+[-79.917513, 40.499225]
PA+SOUTH HILLS+15216+26700+[-80.035727, 40.399584]
PA+SQUIRREL HILL+15217+27450+[-79.924973, 40.431852]
PA+SWISSVALE+15218+16501+[-79.887591, 40.424468]
PA+UPTOWN+15219+18924+[-79.977229, 40.44539]
PA+PARKWAY CENTER+15220+19228+[-80.051202, 40.417405]
PA+WILKINSBURG+15221+39410+[-79.870243, 40.438352]
PA+DOWNTOWN+15222+1763+[-80.000556, 40.442111]
PA+ETNA+15223+7261+[-79.95145, 40.50428]
PA+BLOOMFIELD+15224+14742+[-79.945445, 40.464215]
PA+NEVILLE ISLAND+15225+1273+[-80.137027, 40.513819]
PA+BROOKLINE+15226+15607+[-80.015759, 40.394628]
PA+BRENTWOOD+15227+27563+[-79.975816, 40.37619]
PA+MOUNT LEBANON+15228+18660+[-80.043186, 40.371326]
PA+WEST VIEW+15229+15127+[-80.035685, 40.519321]
PA+SHADYSIDE+15232+10936+[-79.932557, 40.453598]
PA+KILBUCK+15233+5918+[-80.029965, 40.460425]
PA+CASTLE SHANNON+15234+14952+[-80.017907, 40.369424]
PA+PENN HILLS+15235+41997+[-79.826892, 40.4605]
PA+CASTE VILLAGE+15236+36047+[-79.976894, 40.345244]
PA+MC KNIGHT+15237+39733+[-80.034939, 40.552238]
PA+BLAWNOX+15238+10776+[-79.877423, 40.515077]
PA+PLUM+15239+20793+[-79.734505, 40.477693]
PA+UPPER SAINT CLAI+15241+20276+[-80.07921, 40.332174]
PA+CEDARHURST+15243+14242+[-80.072425, 40.373797]
PA+WASHINGTON+15301+48612+[-80.255957, 40.171687]
PA+ALEPPO+15310+656+[-80.457918, 39.824647]
PA+AMITY+15311+1458+[-80.194865, 40.061786]
PA+AVELLA+15312+3681+[-80.456503, 40.273386]
PA+BEALLSVILLE+15313+530+[-80.025056, 40.064503]
PA+BENTLEYVILLE+15314+2673+[-80.006987, 40.118702]
PA+MC MURRAY+15317+29555+[-80.153153, 40.270743]
PA+CARMICHAELS+15320+6702+[-79.971007, 39.882548]
PA+CECIL+15321+3257+[-80.20437, 40.322813]
PA+CLARKSVILLE+15322+3186+[-80.012386, 39.994064]
PA+CLAYSVILLE+15323+6836+[-80.385904, 40.137557]
PA+COKEBURG+15324+854+[-80.065152, 40.100801]
PA+DILLINER+15327+2407+[-79.977135, 39.755536]
PA+PROSPERITY+15329+1633+[-80.261257, 40.0224]
PA+EIGHTY FOUR+15330+5021+[-80.062695, 40.186821]
PA+ELLSWORTH+15331+1040+[-80.020364, 40.107321]
PA+FINLEYVILLE+15332+8838+[-79.97531, 40.259301]
PA+FREDERICKTOWN+15333+770+[-80.030937, 40.023749]
PA+GRAYSVILLE+15337+468+[-80.395223, 39.909165]
PA+GREENSBORO+15338+2164+[-79.93992, 39.804482]
PA+HICKORY+15340+2064+[-80.302508, 40.292511]
PA+HOLBROOK+15341+1247+[-80.338455, 39.848878]
PA+HOUSTON+15342+6060+[-80.220937, 40.242492]
PA+JEFFERSON+15344+2154+[-80.050286, 39.933391]
PA+MARIANNA+15345+2695+[-80.114506, 40.033067]
PA+MATHER+15346+2856+[-80.085353, 39.945226]
PA+DAVISTOWN+15349+1719+[-80.096763, 39.744289]
PA+NEW FREEPORT+15352+833+[-80.454228, 39.750728]
PA+NINEVEH+15353+884+[-80.312809, 39.974328]
PA+RICES LANDING+15357+2095+[-79.985701, 39.943993]
PA+ROGERSVILLE+15359+313+[-80.283665, 39.900515]
PA+SCENERY HILL+15360+2027+[-80.091414, 40.099378]
PA+SPRAGGS+15362+1682+[-80.262186, 39.761038]
PA+STRABANE+15363+2386+[-80.146156, 40.216914]
PA+SYCAMORE+15364+395+[-80.228199, 39.95273]
PA+VENETIA+15367+3568+[-80.059849, 40.275451]
PA+WAYNESBURG+15370+11246+[-80.179524, 39.891691]
PA+WEST ALEXANDER+15376+1642+[-80.497769, 40.106514]
PA+WEST FINLEY+15377+1313+[-80.440806, 39.991397]
PA+WIND RIDGE+15380+554+[-80.464665, 39.897106]
PA+UNIONTOWN+15401+34582+[-79.728216, 39.889733]
PA+ADAH+15410+596+[-79.890827, 39.883100999999996]
PA+ADDISON+15411+1158+[-79.319334, 39.761195]
PA+ALLENPORT+15412+665+[-79.854194, 40.089845]
PA+ALLISON+15413+326+[-79.875675, 39.982566]
PA+WEST BROWNSVILLE+15417+9133+[-79.920609, 40.02671]
PA+CALIFORNIA+15419+5778+[-79.895319, 40.062529]
PA+COAL CENTER+15423+482+[-79.8839, 40.097272]
PA+LISTONBURG+15424+1998+[-79.351304, 39.821247]
PA+SOUTH CONNELLSVI+15425+25516+[-79.587838, 40.025037]
PA+DAISYTOWN+15427+1858+[-79.967036, 40.074349]
PA+DAWSON+15428+1673+[-79.660224, 40.063767]
PA+DUNBAR+15431+2947+[-79.64305, 39.972171]
PA+DUNLEVY+15432+417+[-79.862703, 40.115077]
PA+EAST MILLSBORO+15433+104+[-79.966442, 39.982214]
PA+ELCO+15434+373+[-79.875836, 40.079671]
PA+FAIRCHANCE+15436+1918+[-79.755051, 39.822876]
PA+FARMINGTON+15437+3296+[-79.583185, 39.806995]
PA+FAYETTE CITY+15438+921+[-79.836584, 40.098799]
PA+GIBBON GLADE+15440+94+[-79.573603, 39.736357]
PA+GRINDSTONE+15442+6843+[-79.840447, 40.008415]
PA+HILLER+15444+2028+[-79.899936, 40.004496]
PA+HOPWOOD+15445+3367+[-79.705945, 39.868868]
PA+INDIAN HEAD+15446+181+[-79.393387, 40.020195]
PA+LA BELLE+15450+2169+[-79.937024, 39.973829]
PA+LAKE LYNN+15451+2217+[-79.86184, 39.750065]
PA+LEMONT FURNACE+15456+1638+[-79.647684, 39.931057]
PA+LAMBERTON+15458+4703+[-79.859022, 39.890185]
PA+MARKLEYSBURG+15459+2052+[-79.46003, 39.759723]
PA+GRAYS LANDING+15461+6033+[-79.893813, 39.83495]
PA+MELCROFT+15462+77+[-79.3587, 40.064789]
PA+MERRITTSTOWN+15463+1830+[-79.874447, 39.964854]
PA+MILL RUN+15464+1972+[-79.462219, 39.967985]
PA+NEW SALEM+15468+4509+[-79.80407, 39.940747]
PA+NORMALVILLE+15469+3814+[-79.415061, 40.041793]
PA+OHIOPYLE+15470+815+[-79.48846, 39.873202]
PA+OLIVER+15472+2395+[-79.715601, 39.911659]
PA+LAYTON+15473+1833+[-79.754384, 40.085724]
PA+POINT MARION+15474+1474+[-79.898986, 39.735124]
PA+REPUBLIC+15475+641+[-79.902914, 39.961427]
PA+ROSCOE+15477+802+[-79.865617, 40.078686]
PA+SMITHFIELD+15478+2163+[-79.81268, 39.792305999999996]
PA+VAN METER+15479+1009+[-79.731277, 40.144267]
PA+SMOCK+15480+986+[-79.767828, 39.996096]
PA+STAR JUNCTION+15482+2803+[-79.755461, 40.083198]
PA+STOCKDALE+15483+630+[-79.850103, 40.082567]
PA+VANDERBILT+15486+2706+[-79.695518, 40.024581]
PA+WALTERSBURG+15488+237+[-79.780336, 39.990465]
PA+WHITE+15490+138+[-79.425117, 40.072596]
PA+SOMERSET+15501+18303+[-79.080814, 40.024813]
PA+ALUM BANK+15521+2175+[-78.620591, 40.185833]
PA+BEDFORD+15522+10788+[-78.526071, 39.990838]
PA+BERLIN+15530+4459+[-78.963692, 39.918847]
PA+BOSWELL+15531+1681+[-79.036179, 40.191807]
PA+BREEZEWOOD+15533+999+[-78.245271, 39.990521]
PA+BUFFALO MILLS+15534+445+[-78.69962, 39.922025]
PA+CLEARVILLE+15535+2304+[-78.43918, 39.853284]
PA+CRYSTAL SPRING+15536+643+[-78.225836, 39.919973]
PA+EVERETT+15537+7289+[-78.371315, 40.009808]
PA+GLENCOE+15538+1350+[-78.827522, 39.909046]
PA+FORT HILL+15540+305+[-79.23535, 39.877282]
PA+FRIEDENS+15541+2065+[-78.903298, 40.010997]
PA+GARRETT+15542+520+[-79.061561, 39.864581]
PA+HYNDMAN+15545+2732+[-78.733512, 39.804857]
PA+JENNERS+15546+4586+[-79.054571, 40.147321]
PA+MANNS CHOICE+15550+1579+[-78.642259, 39.980787]
PA+MARKLETON+15551+288+[-79.287851, 39.869096]
PA+MEYERSDALE+15552+9276+[-79.026141, 39.790489]
PA+NEW PARIS+15554+3982+[-78.588569, 40.118876]
PA+ROCKWOOD+15557+5125+[-79.186546, 39.937296]
PA+SALISBURY+15558+716+[-79.083516, 39.753052]
PA+SCHELLSBURG+15559+1523+[-78.648194, 40.04869]
PA+SPRINGS+15562+82+[-79.08895, 39.748895]
PA+STOYSTOWN+15563+2690+[-78.955978, 40.109886]
PA+GREENSBURG+15601+52186+[-79.542439, 40.307359]
PA+ACME+15610+3862+[-79.482747, 40.104891]
PA+ADAMSBURG+15611+255+[-79.656469, 40.312577]
PA+ALVERTON+15612+2166+[-79.558608, 40.127866]
PA+APOLLO+15613+18588+[-79.577158, 40.556481]
PA+ARDARA+15615+450+[-79.733533, 40.362993]
PA+ARMBRUST+15616+500+[-79.553884, 40.236097]
PA+ARONA+15617+397+[-79.659104, 40.26799]
PA+AVONMORE+15618+3306+[-79.485264, 40.522125]
PA+BRADENVILLE+15620+139+[-79.309679, 40.296094]
PA+CHAMPION+15622+109+[-79.324719, 40.043976]
PA+DARRAGH+15625+159+[-79.678036, 40.260377]
PA+DELMONT+15626+2852+[-79.57638, 40.413901]
PA+DERRY+15627+10610+[-79.332585, 40.334931]
PA+DONEGAL+15628+584+[-79.381043, 40.099613]
PA+EVERSON+15631+868+[-79.587277, 40.091144]
PA+EXPORT+15632+8364+[-79.611021, 40.425185]
PA+GRAPEVILLE+15634+683+[-79.603189, 40.303804]
PA+HARRISON CITY+15636+12018+[-79.679754, 40.372455]
PA+HERMINIE+15637+3820+[-79.717164, 40.245485]
PA+HUNKER+15639+1592+[-79.582364, 40.214947]
PA+HYDE PARK+15641+542+[-79.589884, 40.631102]
PA+NORTH HUNTINGDON+15642+36415+[-79.723855, 40.319227]
PA+JEANNETTE+15644+20989+[-79.614412, 40.32947]
PA+JONES MILLS+15646+226+[-79.339933, 40.07977]
PA+LARIMER+15647+1731+[-79.736627, 40.351842]
PA+LATROBE+15650+29529+[-79.410278, 40.292625]
PA+LAUGHLINTOWN+15655+436+[-79.18058, 40.208025]
PA+LEECHBURG+15656+11552+[-79.620101, 40.634398]
PA+WILPEN+15658+9229+[-79.236666, 40.245133]
PA+LOYALHANNA+15661+564+[-79.344157, 40.30199]
PA+MADISON+15663+539+[-79.675978, 40.246669]
PA+MANOR+15665+3848+[-79.671221, 40.33822]
PA+MOUNT PLEASANT+15666+15336+[-79.513383, 40.174179]
PA+MURRYSVILLE+15668+10965+[-79.684154, 40.446674]
PA+NEW ALEXANDRIA+15670+2658+[-79.396594, 40.398112]
PA+NEW DERRY+15671+2950+[-79.300863, 40.333334]
PA+NEW STANTON+15672+3237+[-79.618187, 40.223345]
PA+PENN+15675+619+[-79.641336, 40.330081]
PA+RECTOR+15677+376+[-79.247331, 40.186444]
PA+RILLTON+15678+1050+[-79.728211, 40.282454]
PA+RUFFS DALE+15679+6385+[-79.627743, 40.158458]
PA+SALTSBURG+15681+3922+[-79.442844, 40.479239]
PA+SCOTTDALE+15683+6132+[-79.593017, 40.102948]
PA+SLICKVILLE+15684+318+[-79.506654, 40.465347]
PA+SPRING CHURCH+15686+1291+[-79.454487, 40.615329]
PA+STAHLSTOWN+15687+2555+[-79.344473, 40.138593]
PA+TARRS+15688+385+[-79.566101, 40.161915]
PA+PARK+15690+9409+[-79.565531, 40.605883]
PA+WESTMORELAND CIT+15692+2293+[-79.547696, 40.276802]
PA+YOUNGWOOD+15697+3319+[-79.582291, 40.239482]
PA+YUKON+15698+726+[-79.684941, 40.215529]
PA+INDIANA+15701+28962+[-79.159596, 40.619628]
PA+ANITA+15711+586+[-78.966637, 41.001806]
PA+AULTMAN+15713+162+[-79.219791, 40.540083]
PA+BARNESBORO+15714+3878+[-78.777058, 40.673307]
PA+BLACK LICK+15716+1100+[-79.193231, 40.466905]
PA+BLAIRSVILLE+15717+9738+[-79.253329, 40.441262]
PA+BRUSH VALLEY+15720+1811+[-79.058765, 40.528565]
PA+BURNSIDE+15721+350+[-78.786488, 40.813431]
PA+CARROLLTOWN+15722+2644+[-78.703676, 40.589054]
PA+CHERRY TREE+15724+2220+[-78.847357, 40.755387]
PA+CLARKSBURG+15725+1369+[-79.367676, 40.503933]
PA+CLYMER+15728+1499+[-79.011863, 40.668811]
PA+COMMODORE+15729+3259+[-78.913371, 40.701588]
PA+COOLSPRING+15730+44+[-78.922015, 40.951816]
PA+CREEKSIDE+15732+2198+[-79.201396, 40.719892]
PA+ERNEST+15739+3841+[-79.096937, 40.704255]
PA+GLEN CAMPBELL+15742+1308+[-78.855538, 40.850766]
PA+HAMILTON+15744+0+[-79.093987, 40.921432]
PA+HOME+15747+926+[-79.164082, 40.783441]
PA+GRACETON+15748+3677+[-79.183942, 40.538375]
PA+LA JOSE+15753+1119+[-78.62337, 40.830118]
PA+LUCERNEMINES+15754+3227+[-79.157349, 40.545313]
PA+MC GEES MILLS+15757+1792+[-78.72039, 40.889251]
PA+MARCHAND+15758+1302+[-79.045151, 40.875411]
PA+MARION CENTER+15759+2085+[-79.02524, 40.78135]
PA+MARSTELLER+15760+959+[-78.813356, 40.65004]
PA+NICKTOWN+15762+1395+[-78.811394, 40.601623000000004]
PA+NORTHPOINT+15763+49+[-79.125657, 40.903703]
PA+OLIVEBURG+15764+8+[-79.038197, 40.996379]
PA+PENN RUN+15765+4258+[-78.971597, 40.626825]
PA+PUNXSUTAWNEY+15767+12377+[-78.968056, 40.947937]
PA+RINGGOLD+15770+692+[-79.176581, 40.999731]
PA+ROCHESTER MILLS+15771+253+[-78.997985, 40.819482]
PA+ROSSITER+15772+1858+[-78.941353, 40.884553]
PA+SAINT BENEDICT+15773+1544+[-78.738332, 40.611845]
PA+SHELOCTA+15774+7854+[-79.31907, 40.638787]
PA+SPANGLER+15775+2851+[-78.769061, 40.648082]
PA+SPRANKLE MILLS+15776+980+[-79.077809, 41.01846]
PA+STARFORD+15777+850+[-78.980317, 40.700971]
PA+TIMBLIN+15778+178+[-79.20135, 40.968387]
PA+VALIER+15780+44+[-79.083263, 40.922851]
PA+WORTHVILLE+15784+65+[-79.138685, 41.023767]
PA+DU BOIS+15801+17345+[-78.752698, 41.126039]
PA+BENEZETT+15821+243+[-78.357621, 41.325318]
PA+BROCKPORT+15823+1646+[-78.712829, 41.28217]
PA+BROCKWAY+15824+6361+[-78.811568, 41.240564]
PA+HAZEN+15825+9303+[-79.064101, 41.159986]
PA+BYRNEDALE+15827+1892+[-78.505126, 41.286459]
PA+CLARINGTON+15828+311+[-79.146557, 41.323272]
PA+CORSICA+15829+1070+[-79.175567, 41.182983]
PA+DRIFTWOOD+15832+526+[-78.163194, 41.376396]
PA+EMPORIUM+15834+5219+[-78.25361, 41.517689]
PA+FALLS CREEK+15840+1422+[-78.812791, 41.145505]
PA+JOHNSONBURG+15845+3350+[-78.67826, 41.492823]
PA+KERSEY+15846+3392+[-78.60152, 41.356271]
PA+LUTHERSBURG+15848+2249+[-78.742758, 41.05321]
PA+PENFIELD+15849+1395+[-78.579111, 41.208519]
PA+REYNOLDSVILLE+15851+8758+[-78.896147, 41.062935]
PA+PORTLAND MILLS+15853+7419+[-78.729715, 41.431566]
PA+ROCKTON+15856+833+[-78.657662, 41.080571]
PA+SAINT MARYS+15857+14020+[-78.550533, 41.428949]
PA+SIGEL+15860+1103+[-79.053957, 41.309921]
PA+SINNAMAHONING+15861+168+[-78.06607, 41.376197]
PA+SUMMERVILLE+15864+1749+[-79.172583, 41.105822]
PA+SYKESVILLE+15865+1387+[-78.819508, 41.05137]
PA+WEEDVILLE+15868+195+[-78.495165, 41.268502]
PA+WILCOX+15870+1870+[-78.682295, 41.573471]
PA+JOHNSTOWN+15901+6649+[-78.91408, 40.325957]
PA+JOHNSTOWN+15902+16012+[-78.896905, 40.307787]
PA+JOHNSTOWN+15904+16858+[-78.865383, 40.285026]
PA+JOHNSTOWN+15905+22509+[-78.943006, 40.307188]
PA+JOHNSTOWN+15906+13249+[-78.938317, 40.352193]
PA+JOHNSTOWN+15909+7944+[-78.862284, 40.387965]
PA+ARMAGH+15920+2839+[-79.013055, 40.442452]
PA+BOLIVAR+15923+2043+[-79.160546, 40.367289]
PA+CAIRNBROOK+15924+2178+[-78.810082, 40.114472]
PA+CENTRAL CITY+15926+2886+[-78.844753, 40.091257]
PA+COLVER+15927+1531+[-78.778432, 40.541086]
PA+DAVIDSVILLE+15928+244+[-78.936333, 40.224451]
PA+EBENSBURG+15931+9386+[-78.726294, 40.480105]
PA+HOLLSOPPLE+15935+7012+[-78.951471, 40.234301]
PA+HOOVERSVILLE+15936+731+[-78.914071, 40.148776]
PA+LILLY+15938+2252+[-78.62306, 40.423844]
PA+LORETTO+15940+2771+[-78.629357, 40.510484]
PA+MINERAL POINT+15942+420+[-78.835201, 40.379253]
PA+NANTY GLO+15943+4680+[-78.837504, 40.470435]
PA+NEW FLORENCE+15944+3949+[-79.096803, 40.382266]
PA+PARKHILL+15945+120+[-78.869432, 40.359385]
PA+PURITAN+15946+8160+[-78.671753, 40.384201]
PA+ROBINSON+15949+829+[-79.137928, 40.407655]
PA+SAINT MICHAEL+15951+1425+[-78.782999, 40.336248]
PA+SALIX+15952+6215+[-78.743704, 40.300627]
PA+SEANOR+15953+18+[-78.890897, 40.231191]
PA+SEWARD+15954+1348+[-79.023224, 40.409907]
PA+SIDMAN+15955+1235+[-78.745966, 40.329873]
PA+SOUTH FORK+15956+2497+[-78.788671, 40.362877]
PA+STRONGSTOWN+15957+678+[-78.912961, 40.56279]
PA+SUMMERHILL+15958+2215+[-78.755979, 40.388959]
PA+TWIN ROCKS+15960+1535+[-78.860488, 40.518254]
PA+VINTONDALE+15961+2141+[-78.94267, 40.493949]
PA+WINDBER+15963+11421+[-78.830289, 40.228695]
PA+BON AIRE+16001+55158+[-79.902717, 40.862096]
PA+BOYERS+16020+974+[-79.904692, 41.109205]
PA+BRUIN+16022+637+[-79.729051, 41.057078]
PA+MARWOOD+16023+3483+[-79.770851, 40.779723]
PA+CHICORA+16025+4673+[-79.746237, 40.945768]
PA+EAST BRADY+16028+2069+[-79.630187, 40.974373]
PA+EAU CLAIRE+16030+371+[-79.798093, 41.13478]
PA+EVANS CITY+16033+6859+[-80.059195, 40.780795]
PA+FENELTON+16034+1753+[-79.737152, 40.855464]
PA+FOXBURG+16036+988+[-79.653443, 41.160239]
PA+HARMONY+16037+2049+[-80.138117, 40.849646]
PA+HARRISVILLE+16038+3617+[-79.979639, 41.163087]
PA+HILLIARDS+16040+1092+[-79.821456, 41.100894]
PA+KARNS CITY+16041+3032+[-79.716017, 41.002193]
PA+LYNDORA+16045+2232+[-79.921401, 40.855071]
PA+MARS+16046+10192+[-80.035769, 40.700514]
PA+PARKER+16049+3131+[-79.688888, 41.100891]
PA+PETROLIA+16050+491+[-79.771069, 41.044208]
PA+PORTERSVILLE+16051+3642+[-80.172965, 40.948651]
PA+PROSPECT+16052+2224+[-80.067903, 40.904941]
PA+RENFREW+16053+3180+[-79.977004, 40.810003]
PA+SARVER+16055+8370+[-79.74243, 40.714285]
PA+SAXONBURG+16056+4693+[-79.835222, 40.736099]
PA+SLIPPERY ROCK+16057+12443+[-80.046847, 41.045412]
PA+VALENCIA+16059+6437+[-79.923527, 40.701831]
PA+WEST SUNBURY+16061+1999+[-79.875134, 41.002601]
PA+ZELIENOPLE+16063+18300+[-80.128564, 40.73136]
PA+NEW CASTLE+16101+36694+[-80.328449, 40.99222]
PA+NEW CASTLE+16102+7186+[-80.390704, 40.967745]
PA+NESHANNOCK+16105+14292+[-80.342191, 41.033502]
PA+ADAMSVILLE+16110+287+[-80.376544, 41.506677]
PA+ATLANTIC+16111+2390+[-80.286251, 41.533313]
PA+BESSEMER+16112+1611+[-80.493689, 40.975493]
PA+CLARKS MILLS+16114+1351+[-80.175223, 41.385141]
PA+DARLINGTON+16115+3397+[-80.455611, 40.796839]
PA+EDINBURG+16116+3240+[-80.463178, 41.027614]
PA+ELLPORT+16117+19193+[-80.274606, 40.859024]
PA+ENON VALLEY+16120+2421+[-80.461182, 40.8721]
PA+FARRELL+16121+7619+[-80.494442, 41.210995]
PA+FOMBELL+16123+2611+[-80.207312, 40.812527]
PA+FREDONIA+16124+1772+[-80.269871, 41.324141]
PA+SHENANGO+16125+19982+[-80.380344, 41.399403]
PA+GROVE CITY+16127+14568+[-80.084138, 41.160704]
PA+HADLEY+16130+3623+[-80.153544, 41.43302]
PA+HARTSTOWN+16131+406+[-80.381321, 41.550875]
PA+JACKSON CENTER+16133+1959+[-80.103726, 41.280134]
PA+WESTFORD+16134+3328+[-80.456459, 41.506031]
PA+MERCER+16137+11036+[-80.234018, 41.23254]
PA+NEW GALILEE+16141+1852+[-80.393904, 40.856891]
PA+NEW WILMINGTON+16142+9268+[-80.324541, 41.138155]
PA+PULASKI+16143+3898+[-80.468515, 41.094215]
PA+SANDY LAKE+16145+843+[-80.04974, 41.338337]
PA+SHARON+16146+17457+[-80.499342, 41.231552]
PA+HERMITAGE+16148+14573+[-80.45303, 41.232601]
PA+SHARPSVILLE+16150+8962+[-80.465642, 41.267648]
PA+STONEBORO+16153+2249+[-80.097613, 41.34385]
PA+TRANSFER+16154+2662+[-80.419742, 41.324401]
PA+VOLANT+16156+2114+[-80.244129, 41.093767]
PA+WAMPUM+16157+5466+[-80.339184, 40.881879]
PA+WEST MIDDLESEX+16159+5604+[-80.452759, 41.174054]
PA+KITTANNING+16201+19140+[-79.510675, 40.815516]
PA+ADRIAN+16210+726+[-79.507444, 40.904902]
PA+CADOGAN+16212+427+[-79.579827, 40.75392]
PA+CALLENSBURG+16213+688+[-79.55695, 41.132379]
PA+CLARION+16214+8740+[-79.377268, 41.212272]
PA+COOKSBURG+16217+36+[-79.19708, 41.338366]
PA+COWANSVILLE+16218+1089+[-79.594607, 40.922985]
PA+DAYTON+16222+1974+[-79.268551, 40.874101]
PA+FAIRMOUNT CITY+16224+2104+[-79.278405, 41.042861]
PA+FISHER+16225+407+[-79.247033, 41.266737]
PA+FORD CITY+16226+6576+[-79.51222, 40.738407]
PA+FREEPORT+16229+4517+[-79.662991, 40.703277]
PA+KNOX+16232+7489+[-79.519404, 41.224518]
PA+LEEPER+16233+487+[-79.302179, 41.367074]
